id,laboratory_id,active_principle_id,"created_at","updated_at","nombre",cod_minsa,"concentracion","forma_farmaceutica","forma_farmaceutica_simp","presentacion"
6539,48,NULL,NULL,NULL,"TEMODAL",34969,"2.5 mg/mL","Polvo para Solución para Perfusión","INYECTABLE","Vial"
6541,48,NULL,NULL,NULL,"OLMETECAMLO",34988,"40 mg + 10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
6542,48,NULL,NULL,NULL,"ATRIPLA",34991,"600 mg + 200 mg + 300 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6543,48,NULL,NULL,NULL,"KEYTRUDA",36981,"100 mg/4 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial X 4 mL"
6544,48,NULL,NULL,NULL,"VARIVAX",36992,"No menos de 1350 UFP","Polvo para Suspensión Inyectable","INYECTABLE","Caja Vial + Solvente"
6580,50,NULL,NULL,NULL,"CLONAZEPAM",32125,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6589,50,NULL,NULL,NULL,"OXIBUTININA CLORHIDRATO",32314,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6594,50,NULL,NULL,NULL,"PACLITAXEL",32330,"300 mg/50 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Ampolla x 1 mL"
6619,50,NULL,NULL,NULL,"ATORVASTATINA",32590,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6620,50,NULL,NULL,NULL,"ETAMOLIN",32624,"50 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
6623,50,NULL,NULL,NULL,"VALPRAX",32743,"500 mg/5 mL","Solución Inyectable","INYECTABLE","Vial X 5 mL"
6624,50,NULL,NULL,NULL,"ATORVASTATINA",32753,"40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6625,50,NULL,NULL,NULL,"CEFACLOR",32767,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6626,50,NULL,NULL,NULL,"REUMOL",32874,"150 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6627,50,NULL,NULL,NULL,"CEFACLOR",32972,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 75 mL"
6628,50,NULL,NULL,NULL,"CORTIFLEX",32989,"40 mg/mL","Suspensión Inyectable","INYECTABLE","Ampolla X 1 mL"
6629,50,NULL,NULL,NULL,"TRIAMCINOLONA",33021,"0.03%","Crema","CREMA","Tubo X 60 g"
6630,50,NULL,NULL,NULL,"TAMSULOSINA",33030,"0.4 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas"
6632,50,NULL,NULL,NULL,"MUPIROX",33330,"2%","Crema","CREMA","Caja Tubo x 15 g"
6634,50,NULL,NULL,NULL,"FGM FACTOR",33779,"480 µg/1.6 mL","Solución Inyectable","INYECTABLE","Caja Vial x 1.6 mL"
6636,50,NULL,NULL,NULL,"MEROPENEM",33857,"500 mg","Polvo para Suspensión Inyectable","INYECTABLE","Caja Vial"
6638,50,NULL,NULL,NULL,"CEFALEXINA",33891,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL"
6640,50,NULL,NULL,NULL,"COLISMET",33974,"150 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
6641,50,NULL,NULL,NULL,"TIBOLONA",33997,"2.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6643,50,NULL,NULL,NULL,"PACLITEX",34027,"100 mg/17 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial + Solvente"
6651,50,NULL,NULL,NULL,"GYNOPACK E",34257,"0.03 mg + 0.15 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6652,50,NULL,NULL,NULL,"VALSARTAN",34265,"80 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6655,50,NULL,NULL,NULL,"CLINDAMAX",34291,"100 mg","Ovulo","OVULO","Caja Envase Blister Ovulos"
6658,50,NULL,NULL,NULL,"I.V. GLOBULIN SN",34361,"50 mg/mL","Solución para Perfusión","INYECTABLE","Caja Ampolla x 1 mL"
6661,50,NULL,NULL,NULL,"ZIDOVUDINA",34494,"300 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6662,50,NULL,NULL,NULL,"ANGIPEC",34509,"80 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6663,50,NULL,NULL,NULL,"CELOTIN",34525,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6664,50,NULL,NULL,NULL,"VALSARTAN",34570,"160 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6665,50,NULL,NULL,NULL,"TERAZOSINA",34580,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6670,50,NULL,NULL,NULL,"DEFLAZACORT",34655,"6 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6672,50,NULL,NULL,NULL,"REFRAXOL",34698,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6674,50,NULL,NULL,NULL,"PENISTATIN",34724,"1 g","Polvo para Solución Inyectable","INYECTABLE","Vial"
6675,50,NULL,NULL,NULL,"TRIOCALCIT",34728,"1 µg/mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
6677,50,NULL,NULL,NULL,"CUNOX",34754,"100 U","Polvo para Solución Inyectable","INYECTABLE","Vial"
6678,50,NULL,NULL,NULL,"DANAZOL",34755,"200 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6679,50,NULL,NULL,NULL,"CELOTIN",34763,"2.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6682,50,NULL,NULL,NULL,"IMILAST",34819,"500 mg + 500 mg","Polvo para Solución Inyectable","INYECTABLE","Vial"
6683,50,NULL,NULL,NULL,"ABACAVIR",34884,"300 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6684,50,NULL,NULL,NULL,"ALBUMIN",34887,"20%","Solución Inyectable","INYECTABLE","Vial x 50 mL"
6685,50,NULL,NULL,NULL,"AC LASH",34894,"0.03%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 3 mL"
6686,50,NULL,NULL,NULL,"LACTULOSA",35005,"3.3 g/5 mL","Solución Oral","SOLUCION","Frasco X 180 mL"
6687,50,NULL,NULL,NULL,"CLOBENATE",35143,"0.05%","Crema","CREMA","Tubo X 25 g"
6688,50,NULL,NULL,NULL,"RISPERIDONA",35209,"2 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6689,50,NULL,NULL,NULL,"BOMILEN",35248,"25 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6691,50,NULL,NULL,NULL,"QUIMOFLAM",35281,"15 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6693,50,NULL,NULL,NULL,"CUNOX",35313,"50 Unidades","Polvo para Solución Inyectable","INYECTABLE","Vial"
6696,50,NULL,NULL,NULL,"UTIVEX",35382,"5 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
6697,50,NULL,NULL,NULL,"DEFLAZACORT",35387,"30 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6698,50,NULL,NULL,NULL,"PARGEVIN COMPUESTO",35473,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6699,50,NULL,NULL,NULL,"ACETAZOLAMIDA",35624,"250 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6700,50,NULL,NULL,NULL,"BISACODILO",35659,"5 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blister Tabletas"
6704,50,NULL,NULL,NULL,"LEXIN",35793,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6706,50,NULL,NULL,NULL,"NIMODIPINO",35816,"30 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6707,50,NULL,NULL,NULL,"PAROXETINA",35849,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6708,50,NULL,NULL,NULL,"LAMIVUDINA + ZIDOVUDINA",35869,"150 mg + 300 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6709,50,NULL,NULL,NULL,"IZONIT M",35878,"40 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6710,50,NULL,NULL,NULL,"ZIDUVIN",35884,"5 mg/100 mL","Solución para Perfusión","INYECTABLE","Vial X 100 mL"
6711,50,NULL,NULL,NULL,"BIPERIDENO",36911,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6712,50,NULL,NULL,NULL,"VALPRAX",36920,"500 mg","Tableta Recubierta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
6716,50,NULL,NULL,NULL,"SERTRALINA",37041,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6717,50,NULL,NULL,NULL,"CLINDAMICINA",37049,"300 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6722,51,NULL,NULL,NULL,"ASINT",34511,"5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
6723,51,NULL,NULL,NULL,"TERBOFENACO",34574,"75 mg/3 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 3 mL"
6724,51,NULL,NULL,NULL,"ASINT",34771,"10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
6725,51,NULL,NULL,NULL,"TERBOCAINA",34972,"2%","Solución Inyectable","INYECTABLE","Caja Ampolla x 20 mL"
6726,51,NULL,NULL,NULL,"TERBOMOX",35163,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6727,52,NULL,NULL,NULL,"TINIZOL",32220,"","Ovulo","OVULO","Caja Envase Blister Ovulos"
6731,52,NULL,NULL,NULL,"CIPROLIN",32431,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6732,52,NULL,NULL,NULL,"DIANEAL PD 2 CON DEXTROSA SOLUCION ESTERIL P DIALISIS PERITONEAL",32527,"4.25%","Solución Inyectable","INYECTABLE","Bolsa X 1 L"
6734,52,NULL,NULL,NULL,"CORIFAN",32546,"2 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
6737,52,NULL,NULL,NULL,"HANALGEZE",32687,"30 mg/mL","Solución Inyectable","INYECTABLE","Ampolla X 1 mL"
6738,52,NULL,NULL,NULL,"IBUPROFENO",32689,"400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6740,52,NULL,NULL,NULL,"DIANEAL PD/2 CON DEXTROSA 2.5% SOLUCION ESTERIL P DIALISIS PERITONEAL",33796,"2.50%","Solución para Diálisis Peritoneal","INYECTABLE","Bolsa x 2 L"
6741,52,NULL,NULL,NULL,"NOTIL NF",33853,"","Crema","CREMA","Tubo x 10 g"
6742,52,NULL,NULL,NULL,"FLUIXX",34076,"600 mg","Granulos para Solución Oral","GRANULOS","Sobre x 2g"
6745,52,NULL,NULL,NULL,"FLAVOXIL",34905,"200 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6746,52,NULL,NULL,NULL,"CORIFAN D",34919,"4 mg + 60 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6747,52,NULL,NULL,NULL,"FERROSIL",34925,"50 mg/5 mL","Jarabe","SOLUCION","Frasco X 100 mL"
6748,52,NULL,NULL,NULL,"DEXTROSA",35030,"5%","Solución Inyectable","INYECTABLE","Bolsa X 1 L"
6749,52,NULL,NULL,NULL,"XIMAX",35197,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6751,52,NULL,NULL,NULL,"AZOCEFASABAL 100",35665,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6752,52,NULL,NULL,NULL,"XIMAX",35718,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6753,52,NULL,NULL,NULL,"UROPOL",35821,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6754,52,NULL,NULL,NULL,"XILEVA",35825,"20 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6757,53,NULL,NULL,NULL,"BSS SOLUCIÓN ESTÉRIL PARA IRRIGACIÓN",33431,"","Solución para Irrigación","SOLUCION","Frasco X 500 mL"
6758,53,NULL,NULL,NULL,"LAGRIMAS NATURALES",34378,"","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 15 mL"
6761,54,NULL,NULL,NULL,"ZODYLEX",35623,"250 mg/10 mL","Solución para Perfusión","INYECTABLE","Caja Vial X 10 mL"
6763,56,NULL,NULL,NULL,"DOLODIF KIDS",31679,"100 mg/mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
6764,56,NULL,NULL,NULL,"NEO PALAGRIP",32045,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6765,57,NULL,NULL,NULL,"KENACORT A",31729,"10 mg/mL","Suspensión Inyectable","INYECTABLE","Caja Vial X 5 mL"
6766,57,NULL,NULL,NULL,"YERVOY",33670,"5 mg/mL","Solución para Perfusión","INYECTABLE","Caja Vial X 10 mL"
6768,57,NULL,NULL,NULL,"ELIQUIS",33825,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
6770,57,NULL,NULL,NULL,"AMIKIN",34096,"1 g/4 mL","Solución Inyectable","INYECTABLE","Caja Ampolla X 4 mL"
6771,57,NULL,NULL,NULL,"KENACORT IM",34124,"40 mg/mL","Suspensión Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
6772,57,NULL,NULL,NULL,"AMIKIN",34250,"500 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
6773,57,NULL,NULL,NULL,"DURACEF",34876,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL + Accesorio"
6774,58,NULL,NULL,NULL,"NAUSSINE",34922,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6775,58,NULL,NULL,NULL,"CENAXINN",34956,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
6776,58,NULL,NULL,NULL,"CELECOXINNE",35142,"200 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6777,58,NULL,NULL,NULL,"NAPROFOXX",35276,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6778,59,NULL,NULL,NULL,"RELIPOIETIN",33521,"2000 UI/0.5 mL","Solución Inyectable","INYECTABLE","Caja Vial x 0.5 mL"
6780,59,NULL,NULL,NULL,"DUZELA 30",34185,"30 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Envase Blister Cápsulas"
6782,59,NULL,NULL,NULL,"VACUNA CONTRA EL SARAMPION, PAROTIDITIS Y RUBEOLA VIVA ATENUADA LIOFILIZADA",34264,"","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Solvente"
6785,59,NULL,NULL,NULL,"IROVEL 150",34828,"150 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6786,59,NULL,NULL,NULL,"VACUNA BCG",34895,"","Polvo para Suspensión Inyectable","INYECTABLE","Caja Vial X 1 mL"
6787,59,NULL,NULL,NULL,"DUZELA 60",35792,"60 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Envase Blister Cápsulas"
6788,59,NULL,NULL,NULL,"PEGLEC",35794,"","Polvo para Solución Oral","SOLUCION","Caja Sobre x 137.15 g"
6789,60,NULL,NULL,NULL,"PIRIDOXINA",32319,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6793,60,NULL,NULL,NULL,"TIAMINA",33784,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6795,60,NULL,NULL,NULL,"GENTAMICINA",33802,"80 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
6796,60,NULL,NULL,NULL,"AMPICILINA",33840,"1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
6798,60,NULL,NULL,NULL,"AMPICILINA",33851,"500 mg","Polvo para Solución Inyectable","INYECTABLE","Vial"
6799,60,NULL,NULL,NULL,"AMOXICILINA",33949,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6801,60,NULL,NULL,NULL,"AGUA ESTERIL PARA INYECCION",34021,"","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL"
6802,60,NULL,NULL,NULL,"EPOETINA ALFA",34048,"2000 UI/mL","Solución Inyectable","INYECTABLE","Ampolla X 1 mL"
6806,60,NULL,NULL,NULL,"SOMATROPINA (RHGH HORMONA DE CRECIMIENTO HUMANA RECOMBINANTE)",34692,"10 UI","Polvo para Solución Inyectable","INYECTABLE","Vial"
6810,60,NULL,NULL,NULL,"INSULINA ISOFANA HUMANA RECOMBINANTE",35470,"100 UI/mL","Suspensión Inyectable","INYECTABLE","Vial x 10 mL"
6811,60,NULL,NULL,NULL,"DEXAMETASONA",36955,"4 mg/mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
6812,60,NULL,NULL,NULL,"INSULINA HUMANA RECOMBINANTE",36980,"100 UI/mL","Solución Inyectable","INYECTABLE","Vial x 10 mL"
6816,61,NULL,NULL,NULL,"CIPROM 500",33687,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6817,61,NULL,NULL,NULL,"FLUZOLE 150",33698,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6818,61,NULL,NULL,NULL,"ESZOL 40",33706,"40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6822,61,NULL,NULL,NULL,"CARDIAM 5",34451,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6823,61,NULL,NULL,NULL,"CARDIAM 10",34453,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6826,62,NULL,NULL,NULL,"EQUIFLOX",31630,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6828,62,NULL,NULL,NULL,"TUSSFEDRIN T JARABE",32047,"","Jarabe","SOLUCION","Frasco X 120 mL"
6832,62,NULL,NULL,NULL,"UROFAST D",32071,"","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6833,62,NULL,NULL,NULL,"NIFLORAL",32072,"","Suspensión Oral","SUSPENSION","Frasco X 100 mL"
6843,62,NULL,NULL,NULL,"PLIDOXIM COMPUESTO",32435,"125 mg + 10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6844,62,NULL,NULL,NULL,"URODEFLOXIN FORTE",32446,"","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
6845,62,NULL,NULL,NULL,"BIOXICAM FORTE",33950,"15 mg + 500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6846,62,NULL,NULL,NULL,"BECKATRIM BALSAMICO",33975,"200 mg + 800 mg + 160 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6847,62,NULL,NULL,NULL,"BECKATRIM BALSAMICO",34006,"","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL"
6848,62,NULL,NULL,NULL,"CLARIBRONCOL",34034,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 50 mL"
6849,62,NULL,NULL,NULL,"QUILLACORT",34083,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6850,62,NULL,NULL,NULL,"VIALZA",34183,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6853,62,NULL,NULL,NULL,"TUSSFEDRIN",34485,"","Jarabe","SOLUCION","Frasco X 120 mL"
6856,62,NULL,NULL,NULL,"MISSTAN DM.",35788,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6858,62,NULL,NULL,NULL,"ULCIPRAL",35820,"20 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6860,62,NULL,NULL,NULL,"LEVOZALICER",36909,"2.5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
6861,64,NULL,NULL,NULL,"SOPHIXIN UNGENA",32890,"0.30%","Ungüento","UNGUENTO","Tubo X 3.5 g"
6862,64,NULL,NULL,NULL,"DOLOFOR 600 DOL",33086,"600 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6864,66,NULL,NULL,NULL,"MEDICASP",32697,"1%","Champú","CHAMPU","Frasco X 130 mL"
6866,66,NULL,NULL,NULL,"BIO ELECTRO",35027,"250 mg + 250 mg + 65 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6872,67,NULL,NULL,NULL,"DIAFAN FORTE",33880,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6873,67,NULL,NULL,NULL,"MICODERFIN",33882,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6876,67,NULL,NULL,NULL,"APRODOL 550",35663,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6877,67,NULL,NULL,NULL,"NOVASULF FORTE",35667,"800 mg + 160 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6881,67,NULL,NULL,NULL,"CORTIDEX 1",36849,"1 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6882,67,NULL,NULL,NULL,"CORTIDEX 4",36906,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6883,67,NULL,NULL,NULL,"ALERFORT",36949,"5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6884,67,NULL,NULL,NULL,"DOLTEN EXTRA FORTE",36953,"800 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6885,68,NULL,NULL,NULL,"RINEX N",33873,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6886,68,NULL,NULL,NULL,"RIVAX",33890,"5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6887,68,NULL,NULL,NULL,"PRECID",33893,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6888,68,NULL,NULL,NULL,"DOLIN C",33927,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
6889,68,NULL,NULL,NULL,"ZITRIM FORTE",33946,"800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6891,68,NULL,NULL,NULL,"DOLIN FORTE",35221,"600 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6893,68,NULL,NULL,NULL,"REVELLDE",35249,"1%","Crema","CREMA","Tubo X 20 g"
6894,68,NULL,NULL,NULL,"SIRKAL",35376,"5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
6895,68,NULL,NULL,NULL,"KARID",35471,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6896,68,NULL,NULL,NULL,"RIVAX",35669,"2.5 mg/5 mL","Jarabe","SOLUCION","Frasco x 60 mL"
6897,68,NULL,NULL,NULL,"CREMPOT",35790,"7.6 g + 29 g","Ungüento","UNGUENTO","Pote X 100 g"
6898,69,NULL,NULL,NULL,"APIRON",32642,"500 mg/mL","Solución Oral","SOLUCION","Frasco X 10 mL"
6899,69,NULL,NULL,NULL,"GENTAOFTAL",32686,"0.30%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 10 mL"
6900,69,NULL,NULL,NULL,"Z MOL",32725,"500 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6902,69,NULL,NULL,NULL,"BANES FORTE",32950,"200 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
6903,69,NULL,NULL,NULL,"DEXAOFTAL",33000,"1 mg/mL","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 10 mL"
6904,69,NULL,NULL,NULL,"BILDREN",34910,"250 mg/5 mL","Granulos para Suspensión Oral","GRANULOS","Frasco X 60 mL"
6905,69,NULL,NULL,NULL,"JUSTUM 500",34923,"500 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 75 mL"
6906,69,NULL,NULL,NULL,"TRINALER",34989,"200 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 125 mL"
6907,69,NULL,NULL,NULL,"CIMAFIX",34994,"100 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 100 mL"
6908,69,NULL,NULL,NULL,"TRICOFAR ORAL",34999,"500 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6909,69,NULL,NULL,NULL,"TRINALER",35004,"200 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6910,69,NULL,NULL,NULL,"GLICOMED",35008,"850 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6911,69,NULL,NULL,NULL,"AZIMUT",35154,"200 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco x 30 mL"
6912,69,NULL,NULL,NULL,"TAUROMIZOL",35383,"50 mg","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL"
6913,69,NULL,NULL,NULL,"CECAN",35395,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6914,69,NULL,NULL,NULL,"Z - MOL",35426,"1 g","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6915,69,NULL,NULL,NULL,"RAGILON",35732,"40 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6916,69,NULL,NULL,NULL,"BRAXFAR",35736,"1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Ampolla(Agua) + Ampolla(Lidocaina)"
6917,69,NULL,NULL,NULL,"NOVAXON",35743,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 75 mL"
6918,69,NULL,NULL,NULL,"MERIFAR",35750,"4 mg/mL","Solución Oral","SOLUCION","Frasco X 15 mL"
6919,69,NULL,NULL,NULL,"AZUPEL",35763,"400 mg/10 mL","Solución Inyectable","INYECTABLE","Caja Vial X 10 mL"
6920,69,NULL,NULL,NULL,"CIFLIX",35771,"200 mg/100 mL","Solución Inyectable","INYECTABLE","Caja Vial X 100 mL"
6921,69,NULL,NULL,NULL,"GELICAL",35778,"120 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6922,69,NULL,NULL,NULL,"JUSTUM",36976,"1 g","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
6923,69,NULL,NULL,NULL,"MERIFAR",37006,"10 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
6924,69,NULL,NULL,NULL,"TRINALER",37048,"5%","Crema","CREMA","Tubo x 10 g"
6928,71,NULL,NULL,NULL,"TACROZ FORTE",32899,"0.10%","Pomada","UNGUENTO","Tubo x 10 g"
6929,71,NULL,NULL,NULL,"HALOVATE",33065,"0.05%","Crema","CREMA","Tubo X 30 g"
6930,71,NULL,NULL,NULL,"PACLITAXEL",33905,"300 mg/50 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Vial X 50 mL"
6931,71,NULL,NULL,NULL,"BUTENFIT",33910,"1%","Crema","CREMA","Caja Tubo x 15 g"
6932,71,NULL,NULL,NULL,"DERIVA MS",33914,"0.10%","Gel","JALEA","Caja Tubo x 15 g"
6933,71,NULL,NULL,NULL,"IBICAR 250",34944,"250 µg/Dosis","Solución para Inhalación","AEROSOL","Envase Aerosol X 200 Dosis"
6934,71,NULL,NULL,NULL,"COMBIWAVE SF 125",34949,"25 µg + 125 µg/Dosis","Suspensión para Inhalación","AEROSOL","Envase Aerosol x 14mL (120 Dosis)"
6935,71,NULL,NULL,NULL,"COMBIWAVE SF 250",34995,"25 µg + 250 µg/Dosis","Suspensión para Inhalación","AEROSOL","Envase Aerosol x 14mL (120 Dosis)"
